,manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_type,engine_capacity,body_type,has_warranty,state,price_usd,number_of_photos
13045,Renault,Espace,mechanical,silver,300000,2002,diesel,2.2,minivan,False,owned,5200.0,9
13046,Renault,Laguna,mechanical,black,330000,2002,diesel,2.2,universal,False,owned,3900.0,5
13047,Renault,Symbol,mechanical,red,134500,2003,gasoline,1.4,sedan,False,owned,2699.0,17
13048,Renault,Logan,mechanical,white,60338,2018,gasoline,1.6,sedan,False,owned,6786.49,9
13049,Renault,Laguna,mechanical,blue,240000,1995,gasoline,1.8,universal,False,owned,1000.0,5
13050,Renault,Megane Scenic,mechanical,other,427000,1998,diesel,1.9,minivan,False,owned,1350.0,4
13051,Renault,Duster,mechanical,black,92000,2016,diesel,1.5,suv,False,owned,12567.58,27
13052,Renault,Megane Scenic,mechanical,other,359000,2003,gasoline,1.6,minivan,False,owned,4200.0,15
13053,Renault,Sandero,automatic,white,23000,2018,gasoline,1.6,hatchback,False,owned,10990.0,3
13054,Renault,Megane,mechanical,white,159000,2014,diesel,1.5,universal,False,owned,9000.0,10
13055,Renault,Laguna,mechanical,silver,220000,2011,diesel,1.5,universal,False,owned,8900.0,12
13056,Renault,Laguna,mechanical,green,367564,1999,diesel,1.9,hatchback,False,owned,2400.0,4
13057,Renault,Megane,mechanical,blue,430000,1996,gasoline,1.4,hatchback,False,owned,1550.0,5
13058,Renault,Grand Scenic,mechanical,grey,290000,2009,diesel,1.5,minivan,False,owned,8500.0,8
13059,Renault,Espace,automatic,grey,275000,2003,diesel,2.2,minivan,False,owned,5600.0,8
13060,Renault,Logan,mechanical,white,30000,2017,gasoline,1.6,sedan,True,owned,8500.0,9
13061,Renault,Twingo,mechanical,blue,50000,1994,gasoline,1.2,hatchback,False,owned,350.0,2
13062,Renault,Logan,mechanical,silver,50000,2014,gasoline,1.6,sedan,False,owned,7950.0,7
13063,Renault,Grand Espace,mechanical,silver,390000,2007,diesel,2.0,minivan,False,owned,7200.0,5
13064,Renault,Espace,mechanical,grey,390000,2007,diesel,2.0,minivan,False,owned,7200.0,5
13065,Renault,Espace,mechanical,grey,330984,2003,diesel,2.2,minivan,False,owned,5700.0,3
13066,Renault,Espace,mechanical,red,373000,2002,diesel,2.2,minivan,False,owned,5950.0,12
13067,Renault,Scenic,mechanical,grey,360000,2000,diesel,1.9,minivan,False,owned,3450.0,8
13068,Renault,Laguna,mechanical,blue,299000,1997,gasoline,1.8,hatchback,False,owned,2350.0,8
13069,Renault,Megane,mechanical,blue,277000,2003,diesel,1.5,hatchback,False,owned,3500.0,9
13070,Renault,Vel Satis,mechanical,grey,264000,2004,diesel,2.2,hatchback,False,owned,4750.0,9
13071,Renault,Megane,mechanical,silver,298000,1999,gasoline,1.6,hatchback,False,owned,2750.0,9
13072,Renault,Scenic,mechanical,grey,301000,1997,gasoline,1.6,minivan,False,owned,2350.0,9
13073,Renault,Megane,mechanical,blue,307000,1997,gasoline,1.6,hatchback,False,owned,2350.0,8
13074,Renault,Megane,mechanical,silver,235000,2004,diesel,1.5,universal,False,owned,4650.0,9
13075,Renault,Scenic,mechanical,red,315000,1999,gasoline,1.6,minivan,False,owned,2750.0,8
13076,Renault,Megane Scenic,mechanical,green,330000,1997,gasoline,1.6,minivan,False,owned,1000.0,7
13077,Renault,Megane Scenic,mechanical,green,350000,1998,gasoline,1.6,minivan,False,owned,2100.0,11
13078,Renault,Laguna,mechanical,blue,28000,1997,gasoline,1.8,universal,False,owned,2000.0,5
13079,Renault,Clio,mechanical,black,183000,2009,diesel,1.5,universal,False,owned,5700.0,7
13080,Renault,Kadjar,automatic,black,138000,2015,diesel,1.5,suv,False,owned,15400.0,9
13081,Renault,Kangoo,mechanical,yellow,315000,2001,diesel,1.9,van,False,owned,1999.0,5
13082,Renault,Scenic,mechanical,silver,350000,2006,diesel,1.9,minivan,False,owned,4999.0,8
13083,Renault,Megane,mechanical,black,310000,2010,diesel,1.4,universal,False,owned,7000.0,4
13084,Renault,Megane,mechanical,black,230000,2009,diesel,1.5,universal,False,owned,7100.0,13
13085,Renault,Dokker,mechanical,white,109000,2015,diesel,1.5,minivan,False,owned,7950.0,9
13086,Renault,Megane Scenic,mechanical,blue,287000,2000,diesel,1.9,minivan,False,owned,3100.0,2
13087,Renault,Master,mechanical,orange,660000,2012,diesel,2.3,van,False,owned,11900.0,6
13088,Renault,Laguna,mechanical,other,343234,2003,diesel,1.9,universal,False,owned,2800.0,6
13089,Renault,Laguna,mechanical,red,347022,1995,gasoline,1.8,hatchback,False,owned,1000.0,14
13090,Renault,Megane,automatic,grey,150000,2016,diesel,1.5,universal,False,owned,10850.0,27
13091,Renault,Laguna,mechanical,other,222222,1995,gasoline,1.8,hatchback,False,owned,1150.0,8
13092,Renault,Trafic,mechanical,white,197000,2015,diesel,1.6,minibus,False,owned,19999.0,1
13093,Renault,Clio,mechanical,white,333000,2003,diesel,1.5,sedan,False,owned,2000.0,4
13094,Renault,Laguna,mechanical,silver,348000,1999,gasoline,1.8,hatchback,False,owned,2300.0,7
13095,Renault,Master,mechanical,yellow,555555,1994,diesel,2.5,van,False,owned,2900.0,2
13096,Renault,Symbol,mechanical,silver,97033,2009,gasoline,1.4,sedan,False,owned,3798.0,6
13097,Renault,Megane Scenic,automatic,blue,340000,1997,gasoline,1.6,minivan,False,owned,2100.0,7
13098,Renault,Grand Scenic,mechanical,other,191000,2013,diesel,1.5,minivan,False,owned,10100.0,11
13099,Renault,Laguna,mechanical,silver,300000,1996,gasoline,1.8,hatchback,False,owned,1600.0,8
13100,Renault,Kangoo,mechanical,white,154000,1998,diesel,1.9,van,False,owned,2000.0,8
13101,Renault,Megane,mechanical,other,275000,1998,gasoline,1.6,hatchback,False,owned,1500.0,6
13102,Renault,21,mechanical,red,250000,1989,gasoline,1.7,sedan,False,owned,300.0,1
13103,Renault,Laguna,automatic,black,410000,2003,diesel,2.2,universal,False,owned,3400.0,6
13104,Renault,Scenic,mechanical,silver,250000,2003,gasoline,1.6,universal,False,owned,3350.0,5
13105,Renault,Laguna,mechanical,silver,196231,2001,diesel,1.9,hatchback,False,owned,3300.0,6
13106,Renault,Master,mechanical,black,115000,2018,diesel,2.3,minibus,False,owned,27500.0,18
13107,Renault,Laguna,mechanical,silver,366000,2002,diesel,2.2,universal,False,owned,3300.0,9
13108,Renault,Laguna,mechanical,black,205000,2011,diesel,1.5,hatchback,False,owned,7500.0,9
13109,Renault,Megane,mechanical,red,300000,1996,gasoline,1.6,hatchback,False,owned,1750.0,14
13110,Renault,Scenic,mechanical,blue,200000,2004,gasoline,1.6,minivan,False,owned,3999.0,8
13111,Renault,Scenic,mechanical,red,200000,1996,gasoline,1.6,minivan,False,owned,1400.0,8
13112,Renault,Megane Scenic,mechanical,grey,274000,1998,gasoline,1.6,minivan,False,owned,2300.0,7
13113,Renault,Laguna,automatic,black,123000,2015,diesel,1.5,universal,False,owned,11750.0,6
13114,Renault,Sandero,mechanical,silver,0,2018,gasoline,1.6,suv,False,new,9500.0,9
13115,Renault,Megane Scenic,mechanical,grey,403500,1998,diesel,1.9,minivan,False,owned,3450.0,13
13116,Renault,Logan,mechanical,black,30000,2012,gasoline,1.4,sedan,False,owned,6500.0,5
13117,Renault,Laguna,mechanical,green,400000,1997,gasoline,1.8,universal,False,owned,1400.0,2
13118,Renault,Safrane,mechanical,silver,380000,1998,diesel,2.2,hatchback,False,owned,1350.0,4
13119,Renault,Laguna,mechanical,other,111222,1996,gasoline,2.0,universal,False,owned,600.0,17
13120,Renault,Grand Scenic,mechanical,other,245000,2007,diesel,1.9,minivan,False,owned,8100.0,19
13121,Renault,Scenic,mechanical,grey,252000,1998,gasoline,1.6,minivan,False,owned,2950.0,8
13122,Renault,Scenic,automatic,red,300000,1998,gasoline,2.0,minivan,False,owned,2181.54,10
13123,Renault,Grand Scenic,mechanical,grey,214000,2011,diesel,1.5,minivan,False,owned,7700.0,7
13124,Renault,Laguna,mechanical,blue,400000,1994,gasoline,1.8,hatchback,False,owned,700.0,5
13125,Renault,Megane,mechanical,red,100000,2015,gasoline,1.6,hatchback,False,owned,9500.0,12
13126,Renault,19,mechanical,other,370000,1992,gasoline,1.7,sedan,False,owned,800.0,7
13127,Renault,Megane,mechanical,blue,230000,2001,diesel,1.9,universal,False,owned,2500.0,4
13128,Renault,Kaptur,automatic,white,20000,2018,gasoline,1.6,suv,False,owned,16300.0,6
13129,Renault,Laguna,mechanical,green,210824,1999,diesel,2.2,hatchback,False,owned,1500.0,9
13130,Renault,Scenic,mechanical,white,385000,2001,diesel,1.9,minivan,False,owned,3110.0,3
13131,Renault,Laguna,mechanical,silver,305000,2002,diesel,1.9,universal,False,owned,4000.0,8
13132,Renault,Megane,mechanical,other,35000,1996,gasoline,1.6,hatchback,False,owned,1400.0,5
13133,Renault,Scenic,mechanical,silver,360000,2000,diesel,1.9,hatchback,False,owned,2500.0,6
13134,Renault,Megane Scenic,mechanical,grey,240000,1998,gasoline,1.6,minivan,False,owned,1500.0,4
13135,Renault,Megane,mechanical,silver,129000,2015,diesel,1.5,universal,False,owned,10000.0,15
13136,Renault,Megane,mechanical,green,273000,2002,gasoline,1.6,hatchback,False,owned,2250.0,7
13137,Renault,Espace,mechanical,blue,275000,1998,gasoline,2.0,minivan,False,owned,3500.0,6
13138,Renault,Duster,mechanical,silver,51090,2014,gasoline,1.6,suv,False,owned,8100.0,10
13139,Renault,Megane,mechanical,blue,250000,1996,gasoline,1.6,coupe,False,owned,1200.0,10
13140,Renault,Clio,mechanical,black,295000,2004,diesel,1.5,hatchback,False,owned,3000.0,1
13141,Renault,Laguna,mechanical,blue,390000,1994,gasoline,1.8,hatchback,False,owned,650.0,9
13142,Renault,Megane,mechanical,green,266000,1996,gasoline,1.6,hatchback,False,owned,1350.0,7
13143,Renault,Espace,automatic,grey,116907,2015,diesel,1.6,minivan,False,owned,14500.0,3
13144,Renault,Grand Espace,mechanical,green,275000,1999,gasoline,2.0,minivan,False,owned,5200.0,10
13145,Renault,Grand Scenic,mechanical,grey,170000,2010,diesel,1.5,minivan,False,owned,8950.0,23
13146,Renault,Scenic,mechanical,black,268000,2005,diesel,1.5,hatchback,False,owned,4600.0,6
13147,Renault,Duster,mechanical,brown,108000,2015,gasoline,2.0,suv,False,owned,10500.0,14
13148,Renault,Laguna,mechanical,silver,350000,2001,diesel,1.9,universal,False,owned,3600.0,12
13149,Renault,19,mechanical,other,280000,1992,gasoline,1.7,hatchback,False,owned,999.0,6
13150,Renault,Sandero,mechanical,blue,30000,2016,gasoline,1.6,hatchback,False,emergency,4900.0,12
13151,Renault,Megane Scenic,automatic,red,230000,1998,gasoline,1.6,minivan,False,owned,1350.0,19
13152,Renault,19,mechanical,black,276000,1991,gasoline,1.7,hatchback,False,owned,1000.0,9
13153,Renault,Laguna,mechanical,red,1000000,1995,diesel,2.2,universal,False,owned,1000.0,3
13154,Renault,Laguna,mechanical,other,223500,2005,gasoline,1.6,sedan,False,owned,4950.0,11
13155,Renault,Safrane,mechanical,silver,400000,1996,gasoline,2.2,liftback,False,owned,750.0,6
13156,Renault,Master,mechanical,green,300000,2003,diesel,2.5,minibus,False,owned,5900.0,6
13157,Renault,Fluence,mechanical,other,170000,2011,gasoline,1.6,sedan,False,owned,7000.0,3
13158,Renault,Laguna,mechanical,grey,207000,2002,diesel,2.2,hatchback,False,owned,3500.0,8
13159,Renault,19,mechanical,other,296000,1991,gasoline,1.4,sedan,False,owned,800.0,9
13160,Renault,Scenic,mechanical,other,300000,2004,diesel,1.9,minivan,False,owned,4500.0,8
13161,Renault,Scenic,mechanical,red,160000,2006,diesel,1.5,minivan,False,owned,4400.0,16
13162,Renault,Laguna,mechanical,silver,360000,2001,gasoline,2.0,liftback,False,owned,4100.0,14
13163,Renault,Safrane,automatic,grey,330000,1999,gasoline,2.5,liftback,False,owned,2300.0,3
13164,Renault,Grand Scenic,mechanical,silver,123000,2015,diesel,1.5,minivan,False,owned,12300.0,10
13165,Renault,Laguna,mechanical,blue,222000,1999,gasoline,1.8,hatchback,False,owned,1990.0,10
13166,Renault,Megane Scenic,automatic,green,260000,1998,gasoline,2.0,minivan,False,owned,2500.0,8
13167,Renault,Megane Scenic,mechanical,violet,331000,1998,gasoline,1.6,minivan,False,owned,2500.0,2
13168,Renault,Laguna,mechanical,white,360,1996,gasoline,2.0,hatchback,False,owned,1185.61,6
13169,Renault,Megane,mechanical,grey,112000,1999,gasoline,1.6,universal,False,owned,1800.0,6
13170,Renault,Logan,mechanical,black,45000,2017,gasoline,1.6,sedan,False,owned,8550.0,4
13171,Renault,Sandero,mechanical,blue,13330,2019,gasoline,1.6,hatchback,False,emergency,7950.0,13
13172,Renault,Laguna,mechanical,silver,500000,1999,gasoline,1.6,hatchback,False,owned,1400.0,7
13173,Renault,Scenic,mechanical,red,200000,1996,gasoline,1.6,minivan,False,owned,1400.0,8
13174,Renault,Laguna,mechanical,blue,380000,2002,gasoline,1.6,hatchback,False,owned,4200.0,10
13175,Renault,Scenic,mechanical,black,259000,2004,diesel,1.9,minivan,False,owned,5500.0,16
13176,Renault,Laguna,mechanical,black,278000,2011,diesel,1.5,universal,False,owned,8500.0,6
13177,Renault,Grand Scenic,mechanical,black,180000,2007,gasoline,2.0,minivan,False,owned,6000.0,2
13178,Renault,Grand Espace,mechanical,silver,190000,2003,diesel,1.9,minivan,False,owned,6850.0,12
13179,Renault,Megane,mechanical,blue,300000,1997,gasoline,1.6,hatchback,False,owned,650.0,4
13180,Renault,Megane,mechanical,silver,318000,1996,gasoline,1.6,hatchback,False,owned,1000.0,10
13181,Renault,Grand Scenic,mechanical,black,209000,2013,diesel,1.5,minivan,False,owned,11000.0,7
13182,Renault,Kadjar,automatic,blue,167500,2016,diesel,1.5,suv,False,owned,15200.0,17
13183,Renault,Megane,mechanical,green,300000,2004,diesel,1.9,hatchback,False,owned,4150.0,14
13184,Renault,Safrane,mechanical,green,400000,1997,gasoline,2.0,hatchback,False,owned,1400.0,6
13185,Renault,Megane,mechanical,grey,184000,2011,diesel,1.5,universal,False,owned,6876.13,3
13186,Renault,Vel Satis,mechanical,silver,320000,2003,diesel,2.2,universal,False,owned,4000.0,3
13187,Renault,19,mechanical,blue,432588,1992,gasoline,1.7,sedan,False,owned,400.0,2
13188,Renault,Laguna,mechanical,grey,250000,2010,diesel,1.5,hatchback,False,owned,7199.0,12
13189,Renault,Laguna,mechanical,white,270000,1988,gasoline,2.0,universal,False,owned,2000.0,3
13190,Renault,Megane,mechanical,red,322567,1999,diesel,1.9,universal,False,owned,1850.0,9
13191,Renault,Espace,mechanical,white,357000,1994,diesel,2.1,minivan,False,owned,3500.0,11
13192,Renault,Scenic,mechanical,violet,304000,2004,diesel,1.9,minivan,False,owned,4450.0,12
13193,Renault,Fluence,mechanical,grey,290000,2010,gasoline,1.6,sedan,False,owned,6700.0,8
13194,Renault,Megane,automatic,black,170000,2008,gasoline,1.6,sedan,False,owned,4480.0,11
13195,Renault,Sandero,mechanical,blue,32297,2017,gasoline,1.6,hatchback,True,owned,10400.0,7
13196,Renault,Twingo,mechanical,green,150000,2007,gasoline,1.2,hatchback,False,owned,2200.0,16
13197,Renault,Megane,mechanical,other,215000,2008,gasoline,1.4,sedan,False,owned,5300.0,8
13198,Renault,Megane,mechanical,black,198000,2009,gasoline,1.4,coupe,False,owned,7800.0,6
13199,Renault,Vel Satis,automatic,black,185000,2007,gasoline,2.0,hatchback,False,owned,10900.0,11
13200,Renault,Laguna,mechanical,green,1,1997,diesel,2.2,hatchback,False,owned,1250.0,6
13201,Renault,Clio,automatic,grey,114500,2003,gasoline,1.4,hatchback,False,owned,3499.0,16
13202,Renault,Scenic,mechanical,grey,182000,2007,diesel,1.5,minivan,False,owned,4900.0,8
13203,Renault,Scenic,mechanical,grey,235000,2003,diesel,1.9,minivan,False,owned,4100.0,5
13204,Renault,Laguna,mechanical,green,253000,1998,diesel,1.9,hatchback,False,owned,1750.0,9
13205,Renault,Clio,mechanical,blue,155000,2009,diesel,1.5,hatchback,False,owned,5300.0,10
13206,Renault,Scenic,mechanical,silver,378000,2000,gasoline,1.6,minivan,False,owned,3290.0,11
13207,Renault,Master,mechanical,white,290000,2003,diesel,2.8,van,False,owned,15500.0,6
13208,Renault,Trafic,mechanical,white,176000,1998,diesel,1.9,minibus,False,owned,2850.0,6
13209,Renault,19,mechanical,blue,123354,1990,gasoline,1.7,hatchback,False,owned,450.0,10
13210,Renault,Laguna,mechanical,silver,287000,1999,diesel,1.9,hatchback,False,owned,2450.0,14
13211,Renault,Scenic,mechanical,blue,298000,1998,gasoline,1.6,hatchback,False,owned,1800.0,14
13212,Renault,Laguna,mechanical,silver,370000,2001,diesel,1.9,hatchback,False,owned,3450.0,5
13213,Renault,Scenic,mechanical,red,250,1998,gasoline,1.6,minivan,False,owned,2000.0,10
13214,Renault,Laguna,mechanical,blue,241000,2000,gasoline,1.8,hatchback,False,owned,2300.0,4
13215,Renault,Laguna,mechanical,grey,166000,2015,diesel,1.5,universal,False,owned,10300.0,5
13216,Renault,Clio,mechanical,white,139500,2015,diesel,1.5,universal,False,owned,8300.0,7
13217,Renault,Laguna,mechanical,grey,166000,2015,diesel,1.5,universal,False,owned,10300.0,6
13218,Renault,Laguna,mechanical,silver,250000,1995,gasoline,1.8,hatchback,False,owned,711.37,7
13219,Renault,Twingo,automatic,blue,100000,2008,gasoline,1.2,hatchback,False,owned,3950.0,7
13220,Renault,Megane Scenic,mechanical,blue,329000,1998,gasoline,1.6,hatchback,False,owned,1800.0,11
13221,Renault,Scenic,mechanical,red,270000,1996,gasoline,1.6,minivan,False,owned,1700.0,3
13222,Renault,Grand Scenic,mechanical,black,154000,2015,diesel,1.5,minivan,False,owned,11500.0,10
13223,Renault,Scenic,mechanical,green,280000,2000,diesel,1.9,hatchback,False,owned,3700.0,13
13224,Renault,Kaptur,automatic,silver,9000,2018,gasoline,1.6,suv,False,owned,17650.0,5
13225,Renault,Fluence,mechanical,black,94000,2014,gasoline,1.6,sedan,False,owned,9000.0,18
13226,Renault,Laguna,mechanical,silver,320000,1998,gasoline,1.8,liftback,False,owned,1150.0,5
13227,Renault,Scenic,mechanical,green,248000,1999,gasoline,1.6,minivan,False,owned,2600.0,4
13228,Renault,Safrane,mechanical,black,500000,1998,diesel,2.2,hatchback,False,emergency,100.0,3
13229,Renault,19,mechanical,green,300000,1992,gasoline,1.7,sedan,False,owned,1119.23,5
13230,Renault,Laguna,mechanical,green,300000,1996,gasoline,2.0,universal,False,owned,1250.0,10
13231,Renault,Scenic,mechanical,white,154000,2014,diesel,1.5,minivan,False,owned,10500.0,13
13232,Renault,Laguna,mechanical,blue,250000,1998,gasoline,2.0,hatchback,False,owned,1600.0,7
13233,Renault,Megane,mechanical,silver,270000,2004,diesel,1.5,hatchback,False,owned,3600.0,6
13234,Renault,Coupe,mechanical,black,300000,1998,gasoline,1.6,coupe,False,owned,1300.0,6
13235,Renault,Megane,automatic,blue,145000,2015,diesel,1.5,universal,False,owned,12000.0,16
13236,Renault,Master,mechanical,white,421200,2009,diesel,2.5,van,False,owned,8700.0,14
13237,Renault,Megane,mechanical,silver,264000,2002,diesel,1.9,universal,False,owned,3500.0,3
13238,Renault,Laguna,mechanical,black,350000,1996,gasoline,1.8,hatchback,False,owned,1350.0,8
13239,Renault,Laguna,mechanical,black,155000,2011,diesel,1.5,universal,False,owned,8765.0,8
13240,Renault,Espace,mechanical,blue,299000,1997,diesel,1.9,minivan,False,owned,2300.0,7
13241,Renault,Laguna,automatic,grey,370000,1996,gasoline,1.8,universal,False,owned,1256.76,7
13242,Renault,Laguna,mechanical,black,280000,2002,diesel,1.9,universal,False,owned,4350.0,3
13243,Renault,Clio,mechanical,grey,298000,2001,gasoline,1.4,hatchback,False,owned,2680.0,8
13244,Renault,Megane,mechanical,blue,105000,2014,diesel,1.5,hatchback,False,owned,9399.0,9
13245,Renault,Scenic,mechanical,blue,355000,1997,gasoline,2.0,minivan,False,owned,2500.0,20
13246,Renault,Logan,mechanical,black,37000,2016,gasoline,1.6,sedan,False,owned,8000.0,3
13247,Renault,Dokker,mechanical,black,120000,2015,gasoline,1.6,minivan,False,owned,9000.0,15
13248,Renault,Scenic,mechanical,silver,240000,2000,gasoline,1.6,hatchback,False,owned,3900.0,6
13249,Renault,Laguna,mechanical,blue,350000,2000,diesel,1.9,universal,False,owned,2800.0,6
13250,Renault,Laguna,mechanical,black,300000,2008,diesel,2.0,universal,False,owned,9950.0,7
13251,Renault,Scenic,mechanical,other,160000,2001,gasoline,2.0,minivan,False,owned,4837.33,3
13252,Renault,Laguna,mechanical,green,240000,1995,gasoline,2.0,hatchback,False,owned,800.0,8
13253,Renault,Grand Scenic,automatic,black,173000,2015,diesel,1.5,minivan,False,owned,12500.0,5
13254,Renault,Megane,mechanical,red,138000,2001,gasoline,1.6,cabriolet,False,owned,3390.0,8
13255,Renault,Megane,mechanical,grey,290000,2010,diesel,1.5,universal,False,owned,6900.0,5
13256,Renault,Kadjar,automatic,grey,140000,2016,diesel,1.5,suv,False,owned,14250.0,18
13257,Renault,Laguna,mechanical,blue,375000,2002,diesel,2.2,hatchback,False,owned,4000.0,7
13258,Renault,Megane,automatic,grey,160000,2003,gasoline,2.0,hatchback,False,owned,3510.0,1
13259,Renault,Duster,mechanical,silver,39000,2016,diesel,1.5,suv,False,owned,14222.71,1
13260,Renault,Fluence,automatic,brown,83200,2014,gasoline,1.6,sedan,False,owned,9900.0,12
13261,Renault,Kangoo,mechanical,green,150000,2003,diesel,1.9,universal,False,owned,3500.0,6
13262,Renault,Safrane,mechanical,red,230000,1993,gasoline,2.2,hatchback,False,owned,1100.0,8
13263,Renault,Laguna,mechanical,grey,173000,2009,diesel,1.5,hatchback,False,owned,7000.0,9
13264,Renault,Scenic,mechanical,blue,315000,1998,diesel,1.9,minivan,False,owned,2000.0,5
13265,Renault,Megane,mechanical,black,206000,2010,diesel,1.5,universal,False,owned,7300.0,11
13266,Renault,Sandero,mechanical,blue,22000,2015,gasoline,1.6,hatchback,False,owned,8100.0,8
13267,Renault,Megane Scenic,mechanical,blue,300000,1999,gasoline,2.0,minivan,False,owned,2500.0,8
13268,Renault,Laguna,mechanical,silver,330000,1995,gasoline,1.8,hatchback,False,owned,850.0,15
13269,Renault,Dokker,mechanical,blue,257000,2013,gasoline,1.6,van,False,owned,5300.0,15
13270,Renault,Laguna,mechanical,grey,160000,2002,diesel,2.2,hatchback,False,owned,4300.0,12
13271,Renault,Megane,mechanical,black,330000,2002,diesel,1.9,hatchback,False,owned,1850.0,8
13272,Renault,Symbol,mechanical,silver,215000,2003,gasoline,1.4,sedan,False,owned,2800.0,2
13273,Renault,Scenic,mechanical,blue,222300,2010,diesel,1.5,minivan,False,owned,7350.0,17
13274,Renault,Talisman,mechanical,black,179045,2016,diesel,1.5,universal,False,owned,15250.0,17
13275,Renault,Laguna,mechanical,black,237200,2010,diesel,1.5,hatchback,False,owned,7650.0,18
13276,Renault,Megane,mechanical,white,245000,2013,gasoline,1.2,universal,False,owned,8399.0,17
13277,Renault,Duster,mechanical,silver,126000,2013,diesel,1.5,universal,False,owned,9150.0,3
13278,Renault,Trafic,mechanical,white,236000,2010,diesel,2.0,van,False,owned,12100.0,5
13279,Renault,Trafic,mechanical,silver,250000,2010,diesel,2.0,minibus,False,owned,12350.0,14
13280,Renault,Scenic,mechanical,grey,250000,2000,gasoline,2.0,minivan,False,owned,3350.0,11
13281,Renault,Laguna,mechanical,green,299999,1994,gasoline,1.8,hatchback,False,owned,999.0,8
13282,Renault,Espace,mechanical,blue,295000,2006,diesel,2.0,minivan,False,owned,7450.0,19
13283,Renault,Scenic,automatic,grey,260000,2010,diesel,1.5,minivan,False,owned,7450.0,15
13284,Renault,Duster,automatic,silver,85000,2013,gasoline,2.0,suv,False,owned,8950.0,12
13285,Renault,Megane,mechanical,blue,250000,2001,gasoline,1.6,universal,False,owned,2750.0,9
13286,Renault,Grand Espace,mechanical,blue,350000,1999,gasoline,2.0,minivan,False,owned,3650.0,12
13287,Renault,Laguna,mechanical,blue,360000,2001,diesel,1.9,universal,False,owned,3850.0,15
13288,Renault,Logan,mechanical,white,53100,2018,gasoline,1.6,sedan,False,owned,7199.0,17
13289,Renault,Clio,mechanical,white,280000,1997,diesel,1.9,hatchback,False,owned,450.0,8
13290,Renault,Scenic,mechanical,grey,241000,2003,diesel,1.5,minivan,False,owned,4000.0,12
13291,Renault,Grand Scenic,mechanical,silver,240000,2009,diesel,1.5,minivan,False,owned,7113.72,7
13292,Renault,Koleos,mechanical,black,193000,2011,gasoline,2.5,suv,False,owned,8700.0,9
13293,Renault,Espace,mechanical,other,250000,2004,diesel,2.2,minivan,False,owned,5500.0,6
13294,Renault,Megane,mechanical,other,297500,1998,gasoline,1.6,sedan,False,owned,1350.0,1
13295,Renault,Clio,mechanical,green,250000,1997,gasoline,1.2,hatchback,False,owned,540.0,4
13296,Renault,Kaptur,mechanical,white,27000,2017,gasoline,1.6,suv,False,owned,14400.0,15
13297,Renault,Scenic,automatic,silver,270000,2005,gasoline,2.0,hatchback,False,owned,4499.0,15
13298,Renault,Sandero,mechanical,black,58000,2013,gasoline,1.6,hatchback,False,owned,7950.0,16
13299,Renault,Sandero,automatic,brown,50850,2013,gasoline,1.6,hatchback,False,owned,7650.0,17
13300,Renault,Logan,mechanical,red,14400,2016,gasoline,1.6,sedan,False,owned,8499.0,17
13301,Renault,Laguna,mechanical,green,228250,2001,gasoline,1.6,hatchback,False,owned,4350.0,17
13302,Renault,19,mechanical,green,220000,1991,gasoline,1.7,hatchback,False,owned,1399.03,18
13303,Renault,Scenic,mechanical,silver,258086,2000,diesel,1.9,hatchback,False,owned,3000.0,10
13304,Renault,Kangoo,mechanical,blue,290000,2009,diesel,1.5,minivan,False,owned,6000.0,4
13305,Renault,Logan,mechanical,white,46144,2016,gasoline,1.6,sedan,False,owned,7825.1,8
13306,Renault,Sandero,mechanical,black,38697,2016,gasoline,1.6,suv,False,owned,8631.32,8
13307,Renault,Scenic,mechanical,black,173703,2014,diesel,1.5,minivan,False,owned,8868.44,10
13308,Renault,Sandero,mechanical,silver,68337,2016,gasoline,1.6,hatchback,False,owned,9105.57,9
13309,Renault,Sandero,automatic,silver,29553,2015,gasoline,1.6,suv,False,owned,9295.27,8
13310,Renault,Sandero,automatic,other,52763,2016,gasoline,1.6,suv,False,owned,9532.39,9
13311,Renault,Duster,mechanical,black,37183,2016,gasoline,1.6,suv,False,owned,10054.06,9
13312,Renault,Logan,mechanical,other,30000,2018,gasoline,1.6,sedan,False,owned,10433.45,12
13313,Renault,Sandero,automatic,brown,26600,2018,gasoline,1.6,suv,False,owned,11049.99,11
13314,Renault,Sandero,mechanical,other,13630,2018,gasoline,1.6,suv,False,owned,11144.84,11
13315,Renault,Duster,automatic,green,89000,2017,gasoline,2.0,suv,False,owned,11287.11,7
13316,Renault,Sandero,mechanical,black,10379,2018,gasoline,1.6,suv,False,owned,11381.96,8
13317,Renault,Grand Scenic,mechanical,brown,109000,2015,gasoline,1.2,minivan,False,owned,11550.0,18
13318,Renault,Megane,mechanical,silver,301000,1998,gasoline,1.6,hatchback,False,owned,820.0,10
13319,Renault,Megane,automatic,grey,140000,1998,gasoline,1.6,hatchback,False,owned,1450.0,3
13320,Renault,Megane Scenic,mechanical,other,276000,1997,gasoline,1.6,minivan,False,owned,2200.0,5
13321,Renault,19,mechanical,green,312000,1994,gasoline,1.8,sedan,False,owned,400.0,11
13322,Renault,Kangoo,mechanical,white,322000,2002,diesel,1.5,minivan,False,owned,3490.0,6
13323,Renault,Espace,mechanical,green,211111,2000,gasoline,2.0,minivan,False,owned,2700.0,7
